Date,rolling_vol_20d,rolling_vol_60d,rolling_vol_120d,ewma_vol_lambda_0.94
2023-03-15,0.20169221089865713,,,0.18396732340879887
2023-03-16,0.20268465600556457,,,0.1813651232690871
2023-03-17,0.19850822007849772,,,0.17702507402059947
2023-03-20,0.1981724012667564,,,0.17243437884925852
2023-03-21,0.19028344609497239,,,0.17297535059428393
2023-03-22,0.18255325532278624,,,0.18754574140529434
2023-03-23,0.17762466101270374,,,0.18436535508954482
2023-03-24,0.1748953288312958,,,0.17925221824164012
2023-03-27,0.17946619511465958,0.16935219283338734,,0.17778884308648765
2023-03-28,0.17927514508658257,0.1688040287297278,,0.17257979038027008
2023-03-29,0.17863556325919694,0.16792384504227603,,0.16759509552247814
2023-03-30,0.17834022080674106,0.16839997897396308,,0.16381840340302034
2023-03-31,0.18421686228069498,0.17037502747069846,,0.17141441989251327
2023-04-03,0.1837000180842228,0.1705219367608373,,0.16703674819408143
2023-04-04,0.19603583327335883,0.17293566684452769,,0.18217077489211436
2023-04-05,0.18146840457920263,0.1720164664498726,,0.17722286895029135
2023-04-06,0.171956558488223,0.16820318542888826,,0.1718259331143064
2023-04-07,0.16584803990105815,0.16508009921706088,,0.1711297022116962
2023-04-10,0.17646296566967598,0.1695235826419386,,0.18263379057671758
2023-04-11,0.20534118302092,0.1786234890578436,,0.20500728387408265
2023-04-12,0.1901543616057945,0.17870337947725246,,0.1995365385923231
2023-04-13,0.18533525377486826,0.17857845567321906,,0.19377919132452776
2023-04-14,0.18522151668347864,0.17827986566188223,,0.18831517397466332
2023-04-17,0.18571272343516285,0.17669194573214328,,0.18366101049290345
2023-04-18,0.18057172547255224,0.17693180726561286,,0.17934170640705932
2023-04-19,0.16814251885661935,0.17693024017811296,,0.17389884818742982
2023-04-20,0.19915533138344493,0.18604918553803781,,0.2013196775161545
2023-04-21,0.1998094829452054,0.18525753478050205,,0.19605978769313262
2023-04-24,0.19634394120835713,0.18453127479526318,,0.19009205803943716
2023-04-25,0.19884149105750976,0.18568029843726522,,0.18864834867542232
2023-04-26,0.2096260200283572,0.18909843840419574,,0.19515318501186651
2023-04-27,0.20933417625142953,0.18680005872086095,,0.18966166227641554
2023-04-28,0.2050552864265669,0.18852855486605924,,0.18955287656561023
2023-05-01,0.22669197919979356,0.19612947387813984,,0.21325559799227636
2023-05-02,0.21286786392038426,0.1945331537780807,,0.20881101206982788
2023-05-03,0.21640443054013397,0.1959119681434938,,0.21101421798735392
2023-05-04,0.21616020629048077,0.19296695375168754,,0.20464084103297725
2023-05-05,0.21150711450156118,0.19279562244943427,,0.19861750472319717
2023-05-08,0.19331095323627934,0.19210189857098425,,0.19258070463811422
2023-05-09,0.1891004455579568,0.19517868418590054,,0.19738758334443438
2023-05-10,0.21919625019215,0.20365522054481774,,0.22245913495350525
2023-05-11,0.22156853126366566,0.20476948458525046,,0.22041243897009313
2023-05-12,0.22113106541951813,0.20249332006707887,,0.21380289437814143
2023-05-15,0.2235422784648865,0.20303499978387024,,0.20947515008373216
2023-05-16,0.22883239046141368,0.20157104817203442,,0.2120640878324545
2023-05-17,0.23368753330074962,0.1967788408134386,,0.21425175941887165
2023-05-18,0.2157011793855607,0.19654179165201618,,0.21165266220574624
2023-05-19,0.2205971124476267,0.1978577208099558,,0.21341187761765892
2023-05-22,0.22982321665671407,0.20043669875975623,,0.21584895247123104
2023-05-23,0.22695165776768392,0.201143362836723,,0.21249769568134286
2023-05-24,0.22289926763653725,0.20153588579328957,,0.2085857691524866
2023-05-25,0.23194075787613555,0.2041972038643601,,0.21282762869241928
2023-05-26,0.231196455571666,0.2042696284089617,,0.2105017125739345
2023-05-29,0.20727261903021565,0.20393846141719882,,0.2041739397923136
2023-05-30,0.20590508897425172,0.20304089207777626,,0.1979706965491486
2023-05-31,0.1988835023260115,0.19973469799120852,,0.19334049977670104
2023-06-01,0.20559008613762877,0.2003761507865696,,0.19759350552007965
2023-06-02,0.2101460087709746,0.19852176192931623,,0.1957520554617987
2023-06-05,0.21598187403101982,0.20092474026894241,,0.19924753600442596
2023-06-06,0.20947829126274783,0.20044488728223453,,0.19327154859838847
2023-06-07,0.18170175811570172,0.19643598093312026,,0.1874805156216944
2023-06-08,0.17658411528791237,0.19556211430858877,,0.18188301547521862
2023-06-09,0.196315049604833,0.2015926652558566,,0.19907702934572125
2023-06-12,0.19391402811596611,0.20154443204866768,,0.19355573457031394
2023-06-13,0.18696695707321484,0.20020409114754067,,0.1882015923025806
2023-06-14,0.17969724564988457,0.19568851740449345,,0.18397515617799542
2023-06-15,0.1753432831069553,0.19502048008841869,,0.17842879241841153
2023-06-16,0.17126994997729472,0.1971195569605122,,0.18167046149633176
2023-06-19,0.17149152202010437,0.1987444052871688,0.18417845702574762,0.18682297475542378
2023-06-20,0.1736757250953707,0.20160979020995964,0.1857169585539858,0.19315963910889375
2023-06-21,0.19039784169133842,0.20569971838773266,0.18731743199317166,0.2018131579356029
2023-06-22,0.1872363319394733,0.20679291757244728,0.1879611761667454,0.2003243996665297
2023-06-23,0.18897291618341225,0.20558192747673623,0.18804080886637078,0.20029217778623662
2023-06-26,0.19844540274231284,0.20835945777601922,0.18958218159408408,0.20578224028467526
2023-06-27,0.20140474806712136,0.20413204661678708,0.18848741855976248,0.20217908399202184
2023-06-28,0.20135250682026237,0.20415652787311736,0.1881015957590304,0.19732133247929542
2023-06-29,0.19122631525483524,0.20414632162650445,0.18649196944816532,0.1914271569524427
2023-06-30,0.19294767009757183,0.20423731258473868,0.18562170326474356,0.1922293830028009
2023-07-03,0.18850122819170256,0.20188521209130417,0.1870684209513831,0.19766361242035582
2023-07-04,0.18855710400188216,0.19549209975058138,0.18722867945680643,0.19302125534619807
2023-07-05,0.1881908003535055,0.1951190711970545,0.1871349788769133,0.18714883241314761
2023-07-06,0.19255226671442058,0.19609252919427247,0.18748826503508031,0.1846429895315823
2023-07-07,0.18347706509906714,0.19801870740479327,0.188555157297266,0.18962006253381208
2023-07-10,0.18385616606282768,0.19811897033208414,0.18765458378750446,0.1854972018761664
2023-07-11,0.18320230963778056,0.19853194734984642,0.1879991851791956,0.18330629317650837
2023-07-12,0.18358586274461589,0.19885341855591568,0.18825375019979737,0.18025972887120054
2023-07-13,0.1847960614929932,0.1924178628319135,0.1888689849108952,0.1809363047619981
2023-07-14,0.17438388487842008,0.19272005099097736,0.18860196852239058,0.17617324044829918
2023-07-17,0.15570346103000915,0.19292970336976,0.18847907831051677,0.17259493364279527
2023-07-18,0.13656037056702042,0.19477513700865998,0.190401464019069,0.1846153482060361
2023-07-19,0.1412042703999896,0.19693790906780326,0.19299534745472208,0.2001761311384136
2023-07-20,0.1408260664718184,0.19736864722191388,0.19196769054854182,0.1971084872484862
2023-07-21,0.15138670191492695,0.19645709135165854,0.19252201903301885,0.19396431216008123
2023-07-24,0.1551952331791488,0.19047637491396358,0.19277616026795447,0.19074554458479304
2023-07-25,0.16356292894792906,0.19243769662419807,0.1930608087043125,0.1931660306048455
2023-07-26,0.16964099109219458,0.19126850855013353,0.19288193189970615,0.1894105665795794
2023-07-27,0.17709813869268828,0.192653054318504,0.19201212403856743,0.18751454302021325
2023-07-28,0.1852803491479969,0.19510302878201727,0.193136776262563,0.18991068147150675
2023-07-31,0.1952253691298869,0.20016570781838589,0.19537720867841876,0.20096184300051684
2023-08-01,0.20392813095576173,0.19999540183627554,0.1968162474658524,0.20717091940717502
2023-08-02,0.20561406875375432,0.19024488420196323,0.19677528431435007,0.20414164312652314
2023-08-03,0.20481402291098272,0.19014833047258617,0.19707849527565566,0.200112495351812
2023-08-04,0.19990875107028272,0.1907166064249112,0.19628129762642058,0.19552921744648952
2023-08-07,0.2023937238753824,0.19119192577413843,0.19681220167496186,0.19337516944795302
2023-08-08,0.19994365426692615,0.1891544629130755,0.19495659002185795,0.1879547058229955
2023-08-09,0.21286357971074335,0.19144877228664897,0.19377403291685155,0.20039954360144221
2023-08-10,0.22548863637123712,0.19615965916247632,0.19611893733427274,0.21553089333372413
2023-08-11,0.2303346054777127,0.19637802906341242,0.19645634693810488,0.2151217728619358
2023-08-14,0.25052431014183374,0.20258324983614354,0.2008295820315235,0.2359453694540463
2023-08-15,0.24000112154612632,0.20355161189882978,0.20152666741715075,0.23371652406538176
2023-08-16,0.21964497647056105,0.20329164652164308,0.2016007397002549,0.22816196117995258
2023-08-17,0.21395018609819905,0.20036802721918867,0.2015574136128541,0.22221317128088297
2023-08-18,0.2144243484506444,0.19894768582806113,0.20095280977371122,0.2154486743681126
2023-08-21,0.2140758565521211,0.19942208476803977,0.20094673977524877,0.21011059538092225
2023-08-22,0.21095520149696598,0.1996424421683647,0.200552340443645,0.204239254554502
2023-08-23,0.21415043337888076,0.19977171990286588,0.19901384028773203,0.19989119641394998
2023-08-24,0.22157937877000086,0.1985683395730693,0.1991502017634352,0.20169731190735304
2023-08-25,0.21893959299676294,0.19798768181386908,0.19768165523428807,0.1972507376161052
2023-08-28,0.20680037349304203,0.194933996524503,0.19763815952012054,0.19182904070433326
2023-08-29,0.199219645682523,0.1956838417638566,0.1977601231826773,0.18989559151039367
2023-08-30,0.20128250086935953,0.1967512309520676,0.19666937917799593,0.19012845840982284
2023-08-31,0.20505677645831208,0.19810383692500427,0.19726390489021095,0.19195727290201578
2023-09-01,0.21625176277581296,0.1977579139528899,0.19924405414379487,0.20091846880563596
2023-09-04,0.21569745996316333,0.19881203671769138,0.19964452342075745,0.19783149291996205
2023-09-05,0.2288025008585078,0.20319259877127013,0.20152989340606345,0.21058209881800738
2023-09-06,0.21784865391732608,0.2033496469683832,0.19914084969728985,0.2062404599165773
2023-09-07,0.20183609249186626,0.20358404505662311,0.19895027055243938,0.2019508605715738
2023-09-08,0.1957185172671742,0.20082339791549303,0.19884521730698337,0.1958345154386645
2023-09-11,0.166014934304648,0.19820422269190896,0.1987834899869829,0.1918484199959168
2023-09-12,0.15841650949707717,0.19428756765369545,0.19883499878464464,0.1862640202380112
2023-09-13,0.15520433989774327,0.1911724272258655,0.19883564969357156,0.18062081440568664
2023-09-14,0.1534173252560259,0.19070912959710087,0.19892621536626567,0.17808031278821249
2023-09-15,0.15331611178962082,0.18945842116281242,0.19727657797012862,0.17268382897322468
2023-09-18,0.14958651876272472,0.18663575865560747,0.1971246281000832,0.16760769671337333
2023-09-19,0.15019778284135935,0.18685050205879775,0.19506928778202473,0.17004534207893937
2023-09-20,0.16500641267454455,0.1920171126934474,0.19760852319420788,0.18914836281669792
2023-09-21,0.16478892889294075,0.19247548646295762,0.19777310044449498,0.18411982003699495
2023-09-22,0.1661901074940139,0.19203570778695755,0.19748182428700597,0.18341495838376456
2023-09-25,0.17001003559280764,0.19013289224944122,0.19528164424194172,0.1790700287550574
2023-09-26,0.17376000176056586,0.19207551940809373,0.19298613006782894,0.18396614111283613
2023-09-27,0.17187855739133373,0.19204159390885336,0.19277796595601318,0.17836636745258302
2023-09-28,0.1730779187035165,0.1919662038579258,0.19323857193660304,0.17604500559988967
2023-09-29,0.15585796192805118,0.191344580286642,0.19389088346289785,0.17908929235242338
2023-10-02,0.14819856165387116,0.1911203337956039,0.19383535453909373,0.17375251832164693
2023-10-03,0.13572543077626997,0.1907819568069978,0.19390446478109485,0.16891978196905338
2023-10-04,0.13552747294548267,0.1903765398009036,0.19391372410169544,0.16377425717640087
2023-10-05,0.13570529867637268,0.1895570915265773,0.1902248080187179,0.16159603125173785
2023-10-06,0.14596922752739525,0.19117635826953366,0.19117441335010063,0.16332666096719056
2023-10-09,0.15006635094855056,0.1937692761019692,0.19255723346555054,0.1723045662454758
2023-10-10,0.1491851297502032,0.18990514679924272,0.19178989347340084,0.16708221933811368
2023-10-11,0.1554837901203764,0.18543200143262603,0.1910311270820032,0.165795460358057
2023-10-12,0.15514290857799762,0.18517566691048484,0.19120147279515873,0.16328449099016784
2023-10-13,0.15667984841927532,0.18436657820147334,0.19032335783685472,0.15876763702770397
2023-10-16,0.15715256199809255,0.18389875131232164,0.1866214562227846,0.15643883377068915
2023-10-17,0.15337454245799134,0.18113126980204913,0.1861620781358674,0.15186140802996745
2023-10-18,0.132533869494602,0.18028957999143552,0.1850832797666035,0.14723515558317704
2023-10-19,0.13096610893601318,0.17886723279015387,0.18510918161956655,0.14277861763949404
2023-10-20,0.12806988131339767,0.17618424215477077,0.18518417969291864,0.1408314945312975
2023-10-23,0.12523127323698202,0.16983779654160455,0.18518138947336613,0.1365906980591548
2023-10-24,0.11688988121353648,0.16713905271575985,0.18355981569325888,0.13378614368931757
2023-10-25,0.1175926709238788,0.16660947919138072,0.1780924975646219,0.1300796410930994
2023-10-26,0.11245523468469683,0.16559806742268063,0.17754582696061116,0.1261696917100076
2023-10-27,0.10821136892491835,0.16577707298778568,0.17795860199081276,0.12926599697328037
2023-10-30,0.10966940596648367,0.16415518492600922,0.17752484394981663,0.1276635647354763
2023-10-31,0.108634404702232,0.16377330484753932,0.17641166105204634,0.12484758388768921
2023-11-01,0.12737447934367113,0.16343345061058684,0.17743598589484108,0.14546743124179762
2023-11-02,0.12998791528449677,0.1580160701980695,0.17737862837858231,0.14315064752588638
2023-11-03,0.11932111846261956,0.15493890564279086,0.17631121423603638,0.13879292078551805
2023-11-06,0.1306231956964848,0.14844308497503247,0.1771702860000091,0.15452404567606826
2023-11-07,0.13267299030257027,0.1462943009002948,0.17710395196170978,0.15148921992635317
2023-11-08,0.1275819847389261,0.14504327019006044,0.17652295700696613,0.1470047791909789
2023-11-09,0.1406217317029177,0.147854500653021,0.1761757386563079,0.1601117912955269
2023-11-10,0.15272213766297268,0.15165071157765753,0.17708348147866515,0.1728962601044858
2023-11-13,0.15214692769596225,0.15061895614190549,0.17710286217320217,0.16763054410988545
2023-11-14,0.1626782620072181,0.15317845877622913,0.17874894924418847,0.17824367641040184
2023-11-15,0.16420268728340184,0.15373159211543536,0.17910448484275468,0.17787428709598085
2023-11-16,0.1641845068774437,0.15237817984304464,0.17715010178135993,0.17247636785257703
2023-11-17,0.16562525080241358,0.1528031856540088,0.1769315836216178,0.16762059922085085
2023-11-20,0.1795490052045142,0.15790716525832332,0.17704263453697777,0.17417346639540318
2023-11-21,0.1857927092600599,0.16042676548400278,0.17834359741844288,0.17582427319405422
2023-11-22,0.18727927535450287,0.16008968203178725,0.17869840272990375,0.1755456068995904
2023-11-23,0.188309161971866,0.15889331774493481,0.17882152751695848,0.17082444872600608
2023-11-24,0.19243371410451338,0.15481135065388785,0.17724065768826103,0.17734855209299585
2023-11-27,0.1966152161487497,0.15469136270503692,0.17815940348198922,0.18121841946651915
2023-11-28,0.1966007337501812,0.14950792164903687,0.17795180601543453,0.17608430559782126
2023-11-29,0.18585592947769813,0.14935400341868146,0.1779070470841308,0.17072386899768938
2023-11-30,0.18482922930260756,0.14980309253809052,0.17810462608596342,0.16642780219269843
2023-12-01,0.1866463411225456,0.15061427526923926,0.17679980052783234,0.16258446936476945
2023-12-04,0.18277981656740147,0.1545920449653769,0.17699842594548063,0.170782987049888
2023-12-05,0.18143554458216635,0.15474372558301708,0.1748952487404236,0.16883684100446017
2023-12-06,0.1858940406423028,0.15622672822642478,0.17386119385472093,0.16693219987576663
2023-12-07,0.1786871311694777,0.1567136197924498,0.17383814440153433,0.16723373362871105
2023-12-08,0.1691124365714375,0.1573803664207065,0.17353325188371088,0.16653999137661835
2023-12-11,0.1691245504532221,0.15746357362087526,0.17212089779989778,0.16146676053672412
2023-12-12,0.16950350464748568,0.16135353168686223,0.1738360135271295,0.17098062788028948
2023-12-13,0.164806532765875,0.15530503711406207,0.17396781728683014,0.1665122148680006
2023-12-14,0.164807653753052,0.15490138830302466,0.1740080724242737,0.16145882340835188
2023-12-15,0.16604850369905172,0.15391260691455175,0.17334188267091635,0.15786418356870907
2023-12-18,0.16337722294282916,0.15540053609631443,0.17291110128692466,0.1629524703847993
2023-12-19,0.15887040351014198,0.15396799289110322,0.173335817676875,0.16381428886298693
2023-12-20,0.15646781643519192,0.1542554326920148,0.1734465364172289,0.1592429895554613
2023-12-21,0.16024266025894107,0.15454087411576317,0.17353231036161298,0.1586917258946201
2023-12-22,0.17494611355991213,0.16031781952836907,0.17577188911717503,0.18364256306910334
2023-12-25,0.16950003128875418,0.1610110897166809,0.17596431344881353,0.1792397810913858
2023-12-26,0.1710864758695668,0.16107275488912437,0.17584130629047645,0.17623633493407306
2023-12-27,0.17158901500781365,0.1613496660411087,0.17576193465302944,0.17124990767666176
2023-12-28,0.17132100837782213,0.1613224665414288,0.17529115879876733,0.1666714509288247
2023-12-29,0.1778974874608543,0.16205210119787106,0.1765073004612616,0.17022015785657196
2024-01-01,0.16762958339654738,0.15940270009658355,0.17667483559522051,0.16652651069070465
2024-01-02,0.1652575537703601,0.15933984745417695,0.17456630347225216,0.16153361422304902
2024-01-03,0.16906548208574032,0.16054861760214367,0.17281180400922677,0.16428289846709018
2024-01-04,0.1686608631736513,0.16113334017151013,0.17296675580302295,0.16425985394395098
2024-01-05,0.16501781329437215,0.16086007924821935,0.17240657174146964,0.1593510170196596
2024-01-08,0.16974320175855168,0.16165497118922956,0.17247693779056295,0.16042110854095182
2024-01-09,0.15584413890180993,0.16173353484082448,0.17100062424041237,0.15557835021513325
2024-01-10,0.15497342621321797,0.1618370638386505,0.17060340323497228,0.15196389377091288
2024-01-11,0.15878153566936173,0.16300891081836613,0.1704013877448547,0.15073820082802797
2024-01-12,0.17125882739069775,0.16692767917666554,0.17089950784302207,0.16498938114418332
2024-01-15,0.17520443935489513,0.1704607549842373,0.16954466369284532,0.17050821503229469
2024-01-16,0.17252408382865383,0.17033472843286823,0.16804072529869285,0.16756738926834894
2024-01-17,0.1735422406531235,0.1704616520969258,0.16784215357185922,0.1646915290974146
2024-01-18,0.17241576808255005,0.17152701502227807,0.16787944717072387,0.1626070704054311
2024-01-19,0.14755016788476022,0.17082006064955152,0.1676405236411955,0.15984831260058513
2024-01-22,0.14980105961490273,0.17186584860269322,0.16751111757786957,0.15879072282748774
2024-01-23,0.15729602135930018,0.17550525909289044,0.16939322151755976,0.16652123534509813
2024-01-24,0.16192944001304574,0.17262950471675156,0.1680969125163841,0.16830637119499434
2024-01-25,0.16183585137019849,0.17206862887947338,0.16483921381307148,0.16318628547228992
2024-01-26,0.1576987492201061,0.173083020216052,0.1641327910832403,0.16171112177542135
2024-01-29,0.1710276578535126,0.1717386912372393,0.16013606974897446,0.17175542404041505
2024-01-30,0.18357197047072163,0.17612032520948964,0.16169067505778192,0.18239301972103683
2024-01-31,0.18733561360437373,0.17866406891851633,0.16246019194753036,0.18676680670184645
2024-02-01,0.19317013118980542,0.17783199166682284,0.16354876852798672,0.19234899861972418
2024-02-02,0.19314100867619083,0.1735588541130126,0.1635505191938595,0.18649276023020375
2024-02-05,0.18929954841172672,0.1736182187456758,0.16316258432917327,0.18117189594679944
2024-02-06,0.18928016145203788,0.16947604362619587,0.1629896512033698,0.17566947978267067
2024-02-07,0.19580766246452286,0.17070121420656895,0.16387661339378706,0.1797433730136966
2024-02-08,0.1943503832324173,0.17109096196782628,0.163232974294216,0.17547397874539747
2024-02-09,0.1811343981372101,0.17098264233177826,0.16308811742786167,0.1703204510763995
2024-02-12,0.1728593189928509,0.16765981029802887,0.16311535344810724,0.1661541623965772
2024-02-13,0.18192857891795483,0.16930022709486678,0.16492168218820638,0.17380524581824258
2024-02-14,0.1808659983661429,0.16820430707293993,0.1642610026611885,0.16945803042063387
2024-02-15,0.18051601087906674,0.16845587384306202,0.16349376291180834,0.1665582276206753
2024-02-16,0.17925696665202182,0.16553215125880877,0.16075527741123344,0.16204054354350508
2024-02-19,0.17759127724458912,0.16331503471489453,0.16038449591504572,0.1586931571917582
2024-02-20,0.16841736265968313,0.16382965987626258,0.1577268917520544,0.15628730300308705
2024-02-21,0.161116034392507,0.16383258136748693,0.15751766840358222,0.1515377515723943
2024-02-22,0.16137504812627107,0.163845531824541,0.1573821033505064,0.14826835003290995
2024-02-23,0.15736705020290034,0.16353334878630826,0.15747000453655824,0.14399632659074685
2024-02-26,0.14592844059391347,0.15953007504997274,0.15697573952138758,0.1398616967391991
2024-02-27,0.12627092707482532,0.15901360619480362,0.15708654436212574,0.13658139765377295
2024-02-28,0.1325922943952782,0.1625748226673935,0.1591874419449371,0.1526286074841777
2024-02-29,0.12413563242899656,0.16213800304931283,0.15924733817107298,0.15203248976117933
2024-03-01,0.12759502249299645,0.16234465478885216,0.15976338724159653,0.1530867978880277
2024-03-04,0.1319515505120258,0.1631478395854538,0.16026654075943134,0.150869509434269
2024-03-05,0.13661095927426556,0.15965912929959136,0.1600668387006293,0.14967979834024725
2024-03-06,0.12855871198933685,0.1595988741541316,0.15687974841760605,0.14578080473152238
2024-03-07,0.13513638551769128,0.16189748358122205,0.15780680099242167,0.15205094925221446
2024-03-08,0.1352749109984498,0.16170490619728106,0.15722731601242368,0.14741894047630086
2024-03-11,0.1348069869585284,0.15934762507410366,0.15691638444009756,0.14295327009406372
2024-03-12,0.1222837431043732,0.15899467938912412,0.15614668583014363,0.1422123608960497
2024-03-13,0.14406127265014976,0.16434462992830948,0.1591289604265059,0.15816876591735665
2024-03-14,0.14326108546130487,0.16339612884176002,0.1586418389998598,0.1548393863339676
2024-03-15,0.1551718650022912,0.15848114848122383,0.15960070474695617,0.16333195258046135
2024-03-18,0.15432928114466724,0.1582856209511958,0.1597352600711525,0.15899192715607108
2024-03-19,0.1520665953421155,0.15748620859067,0.15963118566970994,0.15415005534111026
2024-03-20,0.15206615420683592,0.1573834327826138,0.15963588568858786,0.14945738358652672
2024-03-21,0.15414821859742825,0.15845197480711815,0.16006966501334485,0.1498126020479466
2024-03-22,0.1682876586552283,0.16027015829788524,0.1609325163835816,0.16127428760873735
2024-03-25,0.16896905215137628,0.16017237569925427,0.15935985103719727,0.15760026309870925
2024-03-26,0.1689690764245758,0.1604182114575556,0.1595102313850469,0.15366992034935822
2024-03-27,0.1601498132208795,0.16167426410563535,0.1607317906191799,0.16148006017401606
2024-03-28,0.15749516309996361,0.1606976558987234,0.16060095062310867,0.1581010843665832
2024-03-29,0.1596554791598733,0.16268952105639545,0.16140124681557982,0.16079340541922063
2024-04-01,0.15883036539035508,0.16130288174608765,0.16127878321407332,0.15661669369585643
2024-04-02,0.1572732030920804,0.1614030134031154,0.16135809534411683,0.15227311312565156
2024-04-03,0.17550727167707744,0.16823940364576834,0.16522388400847568,0.17424314380341205
2024-04-04,0.16334245379147344,0.16786061800409668,0.16547797841628417,0.17049399612432067
2024-04-05,0.16285690847490045,0.1628659808571681,0.16550179067826595,0.1669893508767245
2024-04-08,0.16186879921208636,0.16022787676266914,0.16559090727639547,0.16244739167525982
2024-04-09,0.16131194656506928,0.15946711293546992,0.16548525092141214,0.1579163643297527
2024-04-10,0.1532613897900307,0.15916560045770103,0.16558845569096384,0.15451158592916583
2024-04-11,0.15321710526716287,0.15901214493035493,0.1657358914888676,0.15129501943576915
2024-04-12,0.14815563879689375,0.15973361799089278,0.16594086871997948,0.15326902310520538
2024-04-15,0.15816572212119223,0.16142360199719302,0.16675030948547342,0.15703894128283255
2024-04-16,0.17140182173676002,0.1619427432193043,0.16835964398020964,0.16568469149554188
2024-04-17,0.17138342757641423,0.15996144137953622,0.16573450790294644,0.16066974348119337
2024-04-18,0.1928138830256044,0.16938742473505677,0.17015227687413995,0.18800228123786614
2024-04-19,0.1812276054660032,0.170397125832855,0.17113438749189847,0.18868057687454215
2024-04-22,0.18116807715743094,0.166033360012793,0.1687685644630326,0.18310540637476136
2024-04-23,0.1815582925846433,0.16154848219269188,0.16854744359190676,0.1775323869463977
2024-04-24,0.1814604502972353,0.16118536614327392,0.17014031568245133,0.1829073913939185
2024-04-25,0.17992885899150296,0.15790078007451802,0.1684975041449889,0.1812782080959046
2024-04-26,0.1695782490684956,0.15787522581592275,0.1660273884045531,0.17599534685465126
2024-04-29,0.16968994252781994,0.1579336675774784,0.1662529399223276,0.1724280132448875
2024-04-30,0.176123848352122,0.16151349570310217,0.16581025268691602,0.1814040548466206
2024-05-01,0.16262850727539846,0.1582154192248807,0.16527704691766346,0.17864444260688725
2024-05-02,0.18117084781068932,0.16609993363004594,0.16956796991092232,0.20264895215157572
2024-05-03,0.18183055368464818,0.16583950468129632,0.16954640546551938,0.1965343230611243
2024-05-06,0.18184697887743387,0.16543063199139235,0.16840386933740237,0.19288810165076617
2024-05-07,0.18296475277308855,0.1640211430054619,0.16833364312541882,0.19283993307546762
2024-05-08,0.1814062716590624,0.1637920834947575,0.16756995326361132,0.18740499972458657
2024-05-09,0.18977683902092238,0.1658155834277602,0.16878111286010292,0.18872142455806326
2024-05-10,0.18882930031672898,0.16617620002891137,0.16719354142600584,0.18565438601722128
2024-05-13,0.18052793327587818,0.16688938827448557,0.16585853323858074,0.1812071655818675
2024-05-14,0.15934854829328032,0.1657278603565998,0.1658257753396769,0.17670518935043122
2024-05-15,0.15813045875609794,0.1656705876536421,0.16586033294884212,0.1719745702131281
2024-05-16,0.140690616672112,0.16486046284872835,0.1657974980267868,0.16684153600244603
2024-05-17,0.14101603473915522,0.16613754351787338,0.1665795220337518,0.16952413549499631
2024-05-20,0.1529844216661536,0.16832369768889535,0.16597813761344504,0.1698525142238745
