Date,Close
2023-06-27,356.79
2023-06-28,354.72
2023-06-29,354.11
2023-06-30,349.58
2023-07-03,343.71
2023-07-04,341.68
2023-07-05,341.83
2023-07-06,344.85
2023-07-07,339.35
2023-07-10,337.2
2023-07-11,334.14
2023-07-12,331.56
2023-07-13,327.59
2023-07-14,328.96
2023-07-17,326.87
2023-07-18,320.38
2023-07-19,313.08
2023-07-20,310.32
2023-07-21,312.98
2023-07-24,315.56
2023-07-25,320.12
2023-07-26,322.46
2023-07-27,325.62
2023-07-28,330.25
2023-07-31,337.16
2023-08-01,331.11
2023-08-02,328.02
2023-08-03,330.52
2023-08-04,332.59
2023-08-07,335.87
2023-08-08,337.02
2023-08-09,329.87
2023-08-10,322.05
2023-08-11,326.31
2023-08-14,335.7
2023-08-15,339.86
2023-08-16,342.2
2023-08-17,344.06
2023-08-18,343.93
2023-08-21,345.94
2023-08-22,347.25
2023-08-23,344.82
2023-08-24,339.9
2023-08-25,337.65
2023-08-28,336.35
2023-08-29,333.05
2023-08-30,329.01
2023-08-31,324.51
2023-09-01,330.89
2023-09-04,333.84
2023-09-05,326.46
2023-09-06,324.02
2023-09-07,321.67
2023-09-08,321.36
2023-09-11,323.64
2023-09-12,324.46
2023-09-13,324.74
2023-09-14,322.05
2023-09-15,321.79
2023-09-18,321.14
2023-09-19,317.03
2023-09-20,309.56
2023-09-21,310.87
2023-09-22,307.52
2023-09-25,309.19
2023-09-26,304.39
2023-09-27,304.29
2023-09-28,306.88
2023-09-29,302.63
2023-10-02,302.13
2023-10-03,303.1
2023-10-04,303.07
2023-10-05,300.74
2023-10-06,304.33
2023-10-09,299.06
2023-10-10,299.29
2023-10-11,302.02
2023-10-12,299.8
2023-10-13,300.73
2023-10-16,298.58
2023-10-17,298.0
2023-10-18,298.01
2023-10-19,298.23
2023-10-20,296.25
2023-10-23,295.97
2023-10-24,297.42
2023-10-25,298.17
2023-10-26,298.45
2023-10-27,295.26
2023-10-30,293.42
2023-10-31,292.19
2023-11-01,286.19
2023-11-02,288.0
2023-11-03,287.93
2023-11-06,293.61
2023-11-07,295.31
2023-11-08,294.84
2023-11-09,289.36
2023-11-10,283.75
2023-11-13,283.7
2023-11-14,278.41
2023-11-15,275.41
2023-11-16,275.6
2023-11-17,276.42
2023-11-20,280.91
2023-11-21,284.47
2023-11-22,281.42
2023-11-23,282.48
2023-11-24,277.91
2023-11-27,273.85
2023-11-28,273.03
2023-11-29,273.11
2023-11-30,274.33
2023-12-01,275.74
2023-12-04,280.44
2023-12-05,278.07
2023-12-06,280.42
2023-12-07,277.4
2023-12-08,274.7
2023-12-11,274.68
2023-12-12,279.58
2023-12-13,280.71
2023-12-14,280.89
2023-12-15,279.42
2023-12-18,275.43
2023-12-19,272.38
2023-12-20,273.19
2023-12-21,275.78
2023-12-22,268.76
2023-12-25,270.19
2023-12-26,268.16
2023-12-27,268.95
2023-12-28,269.96
2023-12-29,273.7
2024-01-01,275.27
2024-01-02,274.91
2024-01-03,278.44
2024-01-04,275.58
2024-01-05,275.19
2024-01-08,272.15
2024-01-09,272.41
2024-01-10,271.12
2024-01-11,273.35
2024-01-12,268.02
2024-01-15,272.12
2024-01-16,270.21
2024-01-17,268.34
2024-01-18,270.47
2024-01-19,268.64
2024-01-22,271.04
2024-01-23,275.5
2024-01-24,278.89
2024-01-25,279.0
2024-01-26,281.41
2024-01-29,276.38
2024-01-30,281.72
2024-01-31,277.4
2024-02-01,272.81
2024-02-02,272.73
2024-02-05,271.93
2024-02-06,272.1
2024-02-07,268.11
2024-02-08,269.53
2024-02-09,268.97
2024-02-12,267.7
2024-02-13,272.23
2024-02-14,270.98
2024-02-15,269.08
2024-02-16,270.01
2024-02-19,271.57
2024-02-20,269.66
2024-02-21,269.79
2024-02-22,268.41
2024-02-23,268.99
2024-02-26,268.41
2024-02-27,269.54
2024-02-28,264.33
2024-02-29,261.97
2024-03-01,259.2
2024-03-04,261.01
2024-03-05,263.15
2024-03-06,264.09
2024-03-07,260.31
2024-03-08,260.32
2024-03-11,260.14
2024-03-12,262.28
2024-03-13,267.56
2024-03-14,266.09
2024-03-15,270.53
2024-03-18,271.52
2024-03-19,271.57
2024-03-20,271.64
2024-03-21,274.31
2024-03-22,269.41
2024-03-25,270.78
2024-03-26,271.92
2024-03-27,276.31
2024-03-28,274.75
2024-03-29,271.34
2024-04-01,272.39
2024-04-02,273.19
2024-04-03,279.77
2024-04-04,281.43
2024-04-05,283.15
2024-04-08,284.12
2024-04-09,284.96
2024-04-10,283.44
2024-04-11,281.9
2024-04-12,285.14
2024-04-15,281.44
2024-04-16,276.75
2024-04-17,276.98
2024-04-18,284.58
2024-04-19,288.17
2024-04-22,288.76
2024-04-23,288.66
2024-04-24,293.29
2024-04-25,296.14
2024-04-26,296.84
2024-04-29,298.74
2024-04-30,304.2
2024-05-01,306.66
2024-05-02,315.07
2024-05-03,315.46
2024-05-06,317.9
2024-05-07,321.77
2024-05-08,320.71
2024-05-09,316.53
2024-05-10,319.1
2024-05-13,317.39
2024-05-14,318.94
2024-05-15,320.17
2024-05-16,320.66
2024-05-17,324.87
2024-05-20,321.31
2024-05-21,320.39
2024-05-22,322.4
2024-05-23,327.45
2024-05-24,328.58
2024-05-27,332.92
2024-05-28,332.43
2024-05-29,335.76
2024-05-30,338.23
2024-05-31,337.81
2024-06-03,339.58
2024-06-04,336.3
2024-06-05,330.94
2024-06-06,336.7
2024-06-07,337.52
2024-06-10,337.11
2024-06-11,337.33
2024-06-12,336.43
2024-06-13,338.95
2024-06-14,337.75
2024-06-17,336.37
2024-06-18,338.88
2024-06-19,338.57
2024-06-20,344.37
2024-06-21,350.61
2024-06-24,350.88
2024-06-25,351.77
2024-06-26,351.61
2024-06-27,360.67
2024-06-28,358.28
2024-07-01,354.46
2024-07-02,356.44
2024-07-03,358.56
2024-07-04,352.89
2024-07-05,350.45
2024-07-08,348.53
2024-07-09,348.95
2024-07-10,347.62
2024-07-11,347.76
2024-07-12,349.22
2024-07-15,344.67
2024-07-16,353.92
2024-07-17,353.9
2024-07-18,355.58
2024-07-19,354.69
2024-07-22,350.91
2024-07-23,347.04
2024-07-24,343.43
2024-07-25,342.62
2024-07-26,341.17
2024-07-29,338.14
2024-07-30,336.86
2024-07-31,337.02
2024-08-01,339.81
2024-08-02,337.14
2024-08-05,335.78
2024-08-06,333.35
2024-08-07,333.35
2024-08-08,335.09
2024-08-09,335.12
2024-08-12,339.47
2024-08-13,332.99
2024-08-14,334.77
2024-08-15,336.44
2024-08-16,339.66
2024-08-19,338.32
2024-08-20,338.06
2024-08-21,344.38
2024-08-22,340.38
2024-08-23,337.69
2024-08-26,339.32
2024-08-27,341.31
2024-08-28,334.47
2024-08-29,332.13
2024-08-30,336.93
2024-09-02,338.87
2024-09-03,345.11
2024-09-04,348.17
2024-09-05,350.48
2024-09-06,352.46
2024-09-09,353.78
2024-09-10,353.24
2024-09-11,356.49
2024-09-12,353.41
2024-09-13,352.12
2024-09-16,355.78
2024-09-17,355.83
2024-09-18,356.07
2024-09-19,356.59
2024-09-20,358.35
2024-09-23,355.02
2024-09-24,355.48
2024-09-25,356.16
2024-09-26,357.65
2024-09-27,356.9
2024-09-30,354.93
2024-10-01,354.99
2024-10-02,356.72
2024-10-03,356.03
2024-10-04,358.59
2024-10-07,358.2
2024-10-08,362.62
2024-10-09,362.08
2024-10-10,355.98
2024-10-11,361.39
2024-10-14,365.1
2024-10-15,370.96
2024-10-16,375.28
2024-10-17,369.37
2024-10-18,365.73
2024-10-21,368.6
2024-10-22,368.85
2024-10-23,375.25
2024-10-24,369.3
2024-10-25,366.95
2024-10-28,370.95
2024-10-29,374.65
2024-10-30,373.36
2024-10-31,377.35
2024-11-01,375.15
2024-11-04,371.7
2024-11-05,368.52
2024-11-06,365.61
2024-11-07,366.54
2024-11-08,362.5
2024-11-11,364.19
2024-11-12,365.57
2024-11-13,361.44
2024-11-14,363.19
2024-11-15,368.75
2024-11-18,372.0
2024-11-19,376.52
2024-11-20,378.22
2024-11-21,383.53
2024-11-22,389.71
2024-11-25,390.91
2024-11-26,388.58
2024-11-27,397.57
2024-11-28,395.21
2024-11-29,396.74
2024-12-02,396.23
2024-12-03,401.21
2024-12-04,408.96
2024-12-05,412.26
2024-12-06,416.44
2024-12-09,416.17
2024-12-10,421.52
2024-12-11,422.75
2024-12-12,425.31
2024-12-13,427.61
2024-12-16,426.09
2024-12-17,420.04
2024-12-18,418.99
2024-12-19,413.72
2024-12-20,411.92
2024-12-23,418.2
2024-12-24,418.08
2024-12-25,416.98
2024-12-26,430.65
2024-12-27,431.25
2024-12-30,426.56
2024-12-31,434.7
2025-01-01,437.38
2025-01-02,443.65
2025-01-03,443.18
2025-01-06,444.56
2025-01-07,444.73
2025-01-08,439.81
2025-01-09,442.26
2025-01-10,443.38
2025-01-13,446.39
2025-01-14,448.3
2025-01-15,449.47
2025-01-16,455.83
2025-01-17,452.14
2025-01-20,448.53
2025-01-21,448.79
2025-01-22,451.64
2025-01-23,457.55
2025-01-24,451.68
2025-01-27,458.7
2025-01-28,459.36
2025-01-29,456.34
2025-01-30,452.41
2025-01-31,452.66
2025-02-03,463.22
2025-02-04,460.42
2025-02-05,462.57
2025-02-06,468.9
2025-02-07,469.55
2025-02-10,471.82
2025-02-11,478.47
2025-02-12,479.85
2025-02-13,477.15
2025-02-14,487.45
2025-02-17,490.86
2025-02-18,501.07
2025-02-19,501.65
2025-02-20,501.53
2025-02-21,495.96
2025-02-24,496.3
2025-02-25,497.93
2025-02-26,494.7
2025-02-27,485.51
2025-02-28,480.56
2025-03-03,478.94
2025-03-04,478.42
2025-03-05,485.81
2025-03-06,486.63
2025-03-07,486.19
2025-03-10,485.89
2025-03-11,473.94
2025-03-12,477.36
2025-03-13,474.48
2025-03-14,469.45
2025-03-17,464.11
2025-03-18,455.2
2025-03-19,457.11
2025-03-20,450.2
2025-03-21,453.29
2025-03-24,455.02
2025-03-25,461.71
2025-03-26,462.57
2025-03-27,463.63
2025-03-28,462.28
2025-03-31,464.67
2025-04-01,462.4
2025-04-02,456.16
2025-04-03,462.22
2025-04-04,465.0
2025-04-07,469.54
2025-04-08,460.38
2025-04-09,470.63
2025-04-10,464.75
2025-04-11,465.9
2025-04-14,466.9
2025-04-15,461.01
2025-04-16,454.47
2025-04-17,456.39
2025-04-18,457.83
2025-04-21,455.87
2025-04-22,460.61
2025-04-23,459.21
2025-04-24,466.93
2025-04-25,472.78
2025-04-28,471.63
2025-04-29,476.84
2025-04-30,478.01
2025-05-01,473.72
2025-05-02,480.3
2025-05-05,481.9
2025-05-06,480.39
2025-05-07,483.96
2025-05-08,484.16
2025-05-09,490.27
2025-05-12,490.61
2025-05-13,493.19
2025-05-14,498.94
2025-05-15,498.28
2025-05-16,511.15
2025-05-19,509.36
2025-05-20,503.61
2025-05-21,511.99
2025-05-22,516.8
2025-05-23,513.46
2025-05-26,510.01
2025-05-27,511.95
2025-05-28,510.68
2025-05-29,512.0
2025-05-30,516.24
2025-06-02,508.31
2025-06-03,516.17
2025-06-04,507.52
2025-06-05,505.94
2025-06-06,503.38
2025-06-09,507.4
2025-06-10,503.0
2025-06-11,495.83
2025-06-12,497.01
2025-06-13,490.43
2025-06-16,493.46
2025-06-17,491.12
2025-06-18,488.42
2025-06-19,479.22
2025-06-20,479.45
2025-06-23,484.12
2025-06-24,482.74
2025-06-25,485.82
2025-06-26,496.59
2025-06-27,504.8
2025-06-30,514.45
2025-07-01,513.66
2025-07-02,516.4
2025-07-03,523.92
2025-07-04,523.0
2025-07-07,524.12
2025-07-08,522.05
2025-07-09,516.21
2025-07-10,521.05
2025-07-11,527.06
2025-07-14,532.18
2025-07-15,529.14
2025-07-16,525.81
2025-07-17,527.89
2025-07-18,529.37
2025-07-21,521.1
2025-07-22,517.5
2025-07-23,513.06
2025-07-24,517.85
2025-07-25,521.31
2025-07-28,518.65
2025-07-29,515.84
2025-07-30,512.02
2025-07-31,508.39
2025-08-01,511.76
2025-08-04,519.14
2025-08-05,504.78
2025-08-06,505.88
2025-08-07,511.0
2025-08-08,519.18
2025-08-11,525.13
2025-08-12,529.61
2025-08-13,521.94
2025-08-14,521.52
2025-08-15,510.56
2025-08-18,517.75
2025-08-19,510.78
2025-08-20,516.68
2025-08-21,515.73
2025-08-22,517.37
2025-08-25,523.22
2025-08-26,523.88
2025-08-27,521.48
2025-08-28,525.12
2025-08-29,531.62
2025-09-01,529.29
2025-09-02,526.5
2025-09-03,529.09
2025-09-04,532.16
2025-09-05,525.02
2025-09-08,527.34
2025-09-09,541.83
2025-09-10,546.42
2025-09-11,537.1
2025-09-12,534.51
2025-09-15,533.83
2025-09-16,536.64
2025-09-17,533.26
2025-09-18,534.83
2025-09-19,534.21
2025-09-22,529.93
2025-09-23,524.31
2025-09-24,525.24
2025-09-25,517.25
2025-09-26,527.02
2025-09-29,532.89
2025-09-30,522.45
2025-10-01,507.3
2025-10-02,520.73
2025-10-03,521.88
2025-10-06,524.52
2025-10-07,526.52
2025-10-08,524.9
2025-10-09,527.7
2025-10-10,533.67
2025-10-13,544.23
2025-10-14,538.51
2025-10-15,528.36
2025-10-16,531.32
2025-10-17,539.68
2025-10-20,529.1
2025-10-21,533.64
2025-10-22,534.13
2025-10-23,537.38
2025-10-24,534.49
2025-10-27,535.32
2025-10-28,517.1
2025-10-29,520.58
2025-10-30,515.62
2025-10-31,518.64
2025-11-03,514.39
2025-11-04,521.46
2025-11-05,525.21
2025-11-06,518.98
2025-11-07,513.94
2025-11-10,520.57
2025-11-11,520.01
2025-11-12,528.75
2025-11-13,530.81
2025-11-14,534.44
2025-11-17,530.55
2025-11-18,531.23
2025-11-19,527.63
2025-11-20,518.12
2025-11-21,514.92
2025-11-24,509.86
2025-11-25,513.65
2025-11-26,521.66
2025-11-27,520.6
2025-11-28,518.89
2025-12-01,523.29
2025-12-02,523.81
2025-12-03,522.45
2025-12-04,520.96
2025-12-05,533.79
2025-12-08,545.87
2025-12-09,540.56
2025-12-10,532.43
2025-12-11,526.81
2025-12-12,521.82
2025-12-15,520.41
2025-12-16,517.18
2025-12-17,517.56
2025-12-18,515.24
2025-12-19,517.26
2025-12-22,505.69
2025-12-23,509.99
2025-12-24,501.79
2025-12-25,500.2
2025-12-26,505.61
2025-12-29,498.06
2025-12-30,488.84
2025-12-31,491.53
